event_name,event_id,market_type,runner_name,ltp,total_matched,odd,proba
Barcelona v Paris St-G,30186199,OVER_UNDER_105_CORNR,Over 10.5 Corners,2.8011111111111107,0.0,1.8011111111111109,0.3572135426927876
Barcelona v Paris St-G,30186199,OVER_UNDER_105_CORNR,Under 10.5 Corners,1.5389473684210528,0.0,0.5389473684210526,0.6498914645114774
Barcelona v Paris St-G,30186199,OVER_UNDER_135_CORNR,Over 13.5 Corners,8.142857142857142,0.0,7.142857142857143,0.12286377965820473
Barcelona v Paris St-G,30186199,OVER_UNDER_135_CORNR,Under 13.5 Corners,1.135,0.0,0.13499999999999993,0.881091694945328
Barcelona v Paris St-G,30186199,OVER_UNDER_15,Over 1.5 Goals,1.2078756476683938,0.0,0.20787564766839373,0.8286767938381627
Barcelona v Paris St-G,30186199,OVER_UNDER_15,Under 1.5 Goals,5.881510416666667,0.0,4.881510416666667,0.17393644112840714
Barcelona v Paris St-G,30186199,OVER_UNDER_25,Over 2.5 Goals,1.573781512605042,0.0,0.5737815126050421,0.6429055225312069
Barcelona v Paris St-G,30186199,OVER_UNDER_25,Under 2.5 Goals,3.062857142857143,0.0,2.062857142857143,0.3585336100911808
Barcelona v Paris St-G,30186199,OVER_UNDER_25_CARDS,Over 2.5 Cards,1.2446153846153847,0.0,0.2446153846153846,0.8041395194998203
Barcelona v Paris St-G,30186199,OVER_UNDER_25_CARDS,Under 2.5 Cards,5.427272727272728,0.0,4.427272727272728,0.18789846517119244
Barcelona v Paris St-G,30186199,OVER_UNDER_35,Over 3.5 Goals,2.4333438485804417,0.0,1.4333438485804417,0.42232171005918834
Barcelona v Paris St-G,30186199,OVER_UNDER_35,Under 3.5 Goals,1.7783809523809522,0.0,0.7783809523809523,0.5788802400423465
Barcelona v Paris St-G,30186199,OVER_UNDER_35_CARDS,Over 3.5 Cards,1.6260000000000001,0.0,0.626,0.6150671256434754
Barcelona v Paris St-G,30186199,OVER_UNDER_35_CARDS,Under 3.5 Cards,2.551428571428571,0.0,1.5514285714285714,0.392285774302393
Barcelona v Paris St-G,30186199,OVER_UNDER_45,Over 4.5 Goals,4.478769230769231,0.0,3.478769230769231,0.25118747202046154
Barcelona v Paris St-G,30186199,OVER_UNDER_45,Under 4.5 Goals,1.3675257731958763,0.0,0.36752577319587626,0.7503526505200124
Barcelona v Paris St-G,30186199,OVER_UNDER_45_CARDS,Over 4.5 Cards,2.3483870967741933,0.0,1.3483870967741935,0.4259476190689514
Barcelona v Paris St-G,30186199,OVER_UNDER_45_CARDS,Under 4.5 Cards,1.73,0.0,0.73,0.578172772391368
Barcelona v Paris St-G,30186199,OVER_UNDER_55,Over 5.5 Goals,11.249710982658959,0.0,10.249710982658959,0.10511579127606643
Barcelona v Paris St-G,30186199,OVER_UNDER_55,Under 5.5 Goals,1.119418604651163,0.0,0.11941860465116284,0.8953562753381847
Barcelona v Paris St-G,30186199,OVER_UNDER_55_CORNR,Over 5.5 Corners,1.113,0.0,0.1130000000000001,0.8984877734877734
Barcelona v Paris St-G,30186199,OVER_UNDER_55_CORNR,Under 5.5 Corners,9.74,0.0,8.74,0.10278445883441259
Barcelona v Paris St-G,30186199,OVER_UNDER_65,Over 6.5 Goals,63.03114754098361,0.0,62.03114754098361,0.03612172406006244
Barcelona v Paris St-G,30186199,OVER_UNDER_65,Under 6.5 Goals,1.0354545454545454,0.0,0.03545454545454548,0.9659750026815072
Barcelona v Paris St-G,30186199,OVER_UNDER_65_CARDS,Over 6.5 Cards,6.125,0.0,5.125,0.16330645161290322
Barcelona v Paris St-G,30186199,OVER_UNDER_65_CARDS,Under 6.5 Cards,1.1875,0.0,0.18749999999999994,0.8421317244846657
Barcelona v Paris St-G,30186199,OVER_UNDER_75,Over 7.5 Goals,160.08928571428572,0.0,159.08928571428572,0.012176868751147736
Barcelona v Paris St-G,30186199,OVER_UNDER_75,Under 7.5 Goals,1.013793103448276,0.0,0.013793103448275874,0.9864171001278627
Barcelona v Paris St-G,30186199,OVER_UNDER_85,Over 8.5 Goals,326.25,0.0,325.25,0.00454182863506454
